City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,petropavlovsk-kamchatsky,53.0452,158.6483,22.33,53,75,6.0,RU,1693712067
371,jeddah,21.5169,39.2192,31.92,79,40,3.09,SA,1693712067
372,qaryat suluq,31.6682,20.2521,22.92,71,0,3.2,LY,1693712067
373,erdenet,49.0333,104.0833,14.1,78,100,1.4,MN,1693712068
374,mirny,62.5353,113.9611,12.82,36,42,3.9,RU,1693712068
375,kolda,12.8833,-14.95,24.03,99,79,1.86,SN,1693712069
376,iquitos,-3.7481,-73.2472,24.02,88,0,1.03,PE,1693712069
377,acapulco de juarez,16.8634,-99.8901,29.9,79,75,2.06,MX,1693711877
378,puerto baquerizo moreno,-0.9,-89.6,23.72,88,91,5.13,EC,1693711945
379,encheng,22.1839,112.3026,28.31,74,81,4.27,CN,1693712070
380,esquel,-42.9,-71.3167,-1.17,96,92,2.25,AR,1693711956
381,pekanbaru,0.5333,101.45,29.18,70,40,6.17,ID,1693712071
382,bairnsdale,-37.8333,147.6167,15.59,71,0,1.79,AU,1693712071
383,gadzhiyevo,69.2551,33.3362,14.73,89,40,4.23,RU,1693712072
384,callaway,30.153,-85.5699,26.62,92,75,1.54,US,1693712072
385,zintan,31.9223,12.252,22.85,58,69,5.05,LY,1693712073
386,naukot,24.8587,69.4024,29.92,52,0,8.39,PK,1693712073
387,athy,52.9914,-6.9803,13.25,94,100,1.26,IE,1693712074
388,lautoka,-17.6167,177.4667,28.92,65,20,6.17,FJ,1693712074
389,vinukonda,16.05,79.75,29.84,66,100,4.44,IN,1693712074
390,lodja,-3.4833,23.4333,21.59,93,98,1.73,CD,1693712075
391,leh,34.1667,77.5833,15.9,40,2,2.69,IN,1693712075
392,richards bay,-28.783,32.0377,18.64,89,96,2.55,ZA,1693712076
393,cartagena,10.3997,-75.5144,27.79,89,75,3.09,CO,1693711632
394,kruisfontein,-34.0033,24.7314,10.1,67,100,1.25,ZA,1693712076
395,smidovich,48.6,133.8167,26.0,59,6,5.85,RU,1693712077
396,kuala belait,4.5833,114.1833,32.09,57,100,2.3,BN,1693712077
397,vilyuysk,63.7553,121.6247,13.2,35,100,4.07,RU,1693712078
398,pignon,19.3333,-72.1167,23.41,93,39,0.82,HT,1693712078
399,zouerate,22.7187,-12.4521,27.79,32,84,5.14,MR,1693712078
400,punta del este,-34.9667,-54.95,12.2,72,0,5.14,UY,1693711914
401,mombetsu,44.3525,143.3525,25.01,78,20,3.09,JP,1693712079
402,caleta de carquin,-11.0925,-77.6267,19.12,81,10,3.82,PE,1693712080
403,keflavik,64.0049,-22.5624,9.24,71,75,12.86,IS,1693712080
404,rio preto da eva,-2.6994,-59.6997,27.94,42,67,1.41,BR,1693712080
405,hsinchu,24.8036,120.9686,31.59,72,100,4.02,TW,1693712081
406,miri,4.4148,114.0089,32.08,66,20,3.09,MY,1693712081
407,taguatinga,-12.3857,-46.5711,26.24,46,22,2.06,BR,1693712082
408,puerto quijarro,-17.7833,-57.7667,32.36,42,25,4.07,BO,1693712082
409,tamanrasset,22.785,5.5228,25.95,25,20,2.57,DZ,1693712082
410,leava,-14.3,-178.1667,27.46,75,73,7.37,WF,1693712083
411,tuy hoa,13.0833,109.3,34.27,51,88,4.96,VN,1693712083
412,stephenville,32.2207,-98.2023,30.64,37,0,2.57,US,1693712084
413,ishinomaki,38.4167,141.3,30.0,77,81,4.18,JP,1693712021
414,egilsstadir,65.2653,-14.3948,7.95,76,0,6.17,IS,1693712085
415,awjilah,29.1081,21.2869,25.02,45,0,4.66,LY,1693712085
416,fortuna,40.5982,-124.1573,18.29,87,40,0.0,US,1693712086
417,auki,-8.7676,160.7034,30.11,64,68,2.36,SB,1693712086
418,tema,5.667,-0.0166,25.23,94,100,3.6,GH,1693712086
419,cabrobo,-8.5142,-39.31,22.7,75,0,7.53,BR,1693712087
420,fort mcmurray,56.7268,-111.381,13.77,67,100,4.63,CA,1693712069
421,ariquemes,-9.9133,-63.0408,28.31,50,71,0.99,BR,1693712088
422,dunedin,-45.8742,170.5036,10.45,77,100,0.45,NZ,1693712069
423,opuwo,-18.0607,13.84,17.33,25,57,2.19,NA,1693712089
424,labuan,5.2767,115.2417,30.2,70,20,2.06,MY,1693712089
425,amahai,-3.3333,128.9167,27.78,80,72,3.73,ID,1693712090
426,la cruz,23.9167,-106.9,27.74,84,100,2.66,MX,1693712090
427,doka,13.5167,35.7667,22.93,90,97,1.69,SD,1693712090
428,brookings,44.3114,-96.7984,29.19,59,0,6.17,US,1693712091
429,pahrump,36.2083,-115.9839,25.14,70,9,4.02,US,1693712091
430,uturoa,-16.7333,-151.4333,24.24,80,86,6.64,PF,1693712092
431,newman,37.3138,-121.0208,23.13,46,92,1.79,US,1693712092
432,nianzishan,47.5167,122.8833,15.74,73,100,5.38,CN,1693712093
433,sandnessjoen,66.0217,12.6316,10.29,82,95,7.37,NO,1693712093
434,guerrero negro,27.9769,-114.0611,24.48,80,2,5.99,MX,1693712093
435,kuanda,56.3161,116.0806,14.46,41,34,1.32,RU,1693712094
436,vallejuelo,18.6535,-71.3343,21.94,86,91,0.7,DO,1693712094
437,bandarbeyla,9.4942,50.8122,26.14,73,65,11.25,SO,1693712094
438,mount pearl,47.5166,-52.7813,14.19,88,0,6.17,CA,1693712085
439,tucumcari,35.1717,-103.725,21.91,40,0,3.09,US,1693712095
440,la ronge,55.1001,-105.2842,16.14,67,100,3.6,CA,1693712096
441,porto velho,-8.7619,-63.9039,26.03,83,0,0.0,BR,1693712096
442,north haven,41.3909,-72.8595,21.01,84,0,1.34,US,1693712096
443,castillos,-34.1667,-53.8333,12.63,90,100,5.44,UY,1693712001
444,phongsali,21.6833,102.1058,27.86,45,3,0.77,LA,1693712097
445,puerto deseado,-47.7503,-65.8938,4.14,73,2,4.18,AR,1693711888
446,tacuarembo,-31.7333,-55.9833,17.69,99,100,2.63,UY,1693711886
447,rio grande,-32.035,-52.0986,15.53,96,100,3.28,BR,1693712099
448,peschanokopskoye,46.1961,41.0775,22.18,50,100,3.79,RU,1693712099
449,stranraer,54.9023,-5.0273,14.73,92,100,3.16,GB,1693712099
450,coyhaique,-45.5752,-72.0662,-0.03,93,75,2.06,CL,1693712100
451,sibu,2.3,111.8167,29.17,79,20,2.06,MY,1693711807
452,machico,32.7,-16.7667,22.35,68,40,3.09,PT,1693712101
453,sao gabriel da cachoeira,-0.1303,-67.0892,23.98,86,60,0.71,BR,1693712101
454,kushiro,42.975,144.3747,26.53,69,20,4.63,JP,1693712102
455,argo,37.6333,22.7333,23.77,46,31,2.04,GR,1693712103
456,mont-dore,-22.2833,166.5833,24.99,99,8,4.48,NC,1693712104
457,tshabong,-26.05,22.45,13.04,32,46,2.37,BW,1693712105
458,luanda,-8.8368,13.2343,22.0,83,75,1.03,AO,1693712106
459,lapeer,43.0514,-83.3188,19.97,94,0,4.12,US,1693712106
460,proletariy,58.4342,31.7046,12.76,90,55,1.9,RU,1693712107
461,mouila,-1.8685,11.0559,23.42,82,96,1.05,GA,1693712107
462,plastun,44.7561,136.2939,26.1,52,39,2.87,RU,1693712108
463,banjarmasin,-3.3244,114.591,32.08,35,53,1.74,ID,1693712109
464,saint-joseph,-21.3667,55.6167,20.82,77,19,5.48,RE,1693712110
465,tabou,4.423,-7.3528,25.02,84,95,5.41,CI,1693712110
466,aksuat,48.7167,83.7,23.68,26,62,2.63,KZ,1693712111
467,tingo maria,-9.2895,-76.0088,20.72,88,21,1.47,PE,1693712112
468,purranque,-40.9167,-73.1667,2.63,98,47,0.83,CL,1693712113
469,la'ie,21.6477,-157.9253,28.98,71,9,3.13,US,1693712114
470,tan-tan,28.438,-11.1032,20.21,95,99,4.37,MA,1693712115
471,hithadhoo,-0.6,73.0833,27.01,75,100,4.1,MV,1693712115
472,shache,38.4167,77.2406,28.93,21,100,2.21,CN,1693712115
473,shuangjiang,26.1547,109.7138,21.26,80,100,3.02,CN,1693712116
474,makushino,55.2103,67.2442,13.49,84,100,5.88,RU,1693712116
475,wenling,28.3669,121.36,27.18,86,94,4.94,CN,1693712117
476,balcarce,-37.8462,-58.2552,6.57,90,100,3.26,AR,1693712117
477,zheleznogorsk-ilimskiy,56.5768,104.1217,13.97,37,7,1.76,RU,1693712117
478,sholinghur,13.1167,79.4167,29.71,65,100,5.2,IN,1693712118
479,regina,50.4501,-104.6178,19.46,47,0,4.63,CA,1693712017
480,merizo village,13.2658,144.6691,31.88,77,100,4.04,GU,1693712119
481,tazacorte,28.629,-17.9293,22.54,68,0,2.06,ES,1693712119
482,jerez de los caballeros,38.3206,-6.7726,16.1,83,99,1.38,ES,1693712120
483,kenai,60.5544,-151.2583,14.05,85,0,8.75,US,1693712001
484,laguna,38.421,-121.4238,23.16,60,100,1.54,US,1693712120
485,akjoujt,19.6969,-14.4164,34.55,24,15,7.62,MR,1693712121
486,wynyard,-41.0,145.7167,11.92,82,100,4.78,AU,1693712121
487,itamaraca,-7.7478,-34.8256,26.03,71,81,4.25,BR,1693712122
488,ostersund,63.1792,14.6357,9.25,93,75,6.69,SE,1693712122
489,leua,48.2156,18.6071,19.16,92,100,0.92,SK,1693712122
490,nieuw amsterdam,5.8833,-55.0833,27.23,83,12,4.56,SR,1693712123
491,cururupu,-1.8283,-44.8683,23.72,88,77,1.95,BR,1693712123
492,shetpe,44.1667,52.1167,21.82,57,2,2.75,KZ,1693712124
493,nemuro,43.3236,145.575,18.53,91,53,2.31,JP,1693712124
494,mokhsogollokh,61.4681,128.9203,14.14,32,31,5.38,RU,1693712124
495,malmberget,67.1753,20.6549,7.31,93,100,1.54,SE,1693712125
496,harrington park,40.9837,-73.9799,22.4,77,0,3.09,US,1693712125
497,northam,51.0333,-4.2167,14.1,87,48,1.6,GB,1693712126
498,sokol,59.4617,40.1206,11.62,81,5,2.23,RU,1693712126
499,usogorsk,63.4106,48.6872,16.53,67,12,0.71,RU,1693712126
500,harper,4.375,-7.7169,24.95,83,97,5.82,LR,1693712127
501,garissa,-0.4536,39.6401,24.17,73,90,8.45,KE,1693712127
502,qui nhon,13.7667,109.2333,34.42,51,22,3.26,VN,1693712127
503,bridlington,54.0831,-0.1919,14.96,88,100,1.79,GB,1693712128
504,kosh-agach,50.0,88.6667,13.94,33,10,1.05,RU,1693712129
505,kiraoli,27.15,77.7833,33.11,38,0,5.15,IN,1693712129
506,happy valley-goose bay,53.3168,-60.3315,16.17,88,75,2.57,CA,1693712130
507,divo,5.8397,-5.36,22.45,97,99,2.1,CI,1693712130
508,zaragoza,41.6561,-0.8773,18.9,78,75,1.54,ES,1693712131
509,ngambe,4.2333,10.6167,20.67,99,100,0.88,CM,1693712131
510,tual,-5.6667,132.75,25.06,78,17,8.75,ID,1693712131
511,constitucion,-35.3333,-72.4167,11.09,94,100,2.5,CL,1693712132
512,salalah,17.0151,54.0924,27.05,89,75,1.54,OM,1693712132
513,cha-am,12.8,99.9667,33.92,55,20,2.57,TH,1693712133
514,tindouf,27.6711,-8.1474,19.25,72,91,8.23,DZ,1693712133
515,sungai penuh,-2.0833,101.3833,26.36,55,47,1.0,ID,1693712134
516,santana,-0.0583,-51.1817,27.1,74,40,3.6,BR,1693712134
517,hami,42.8,93.45,33.19,11,37,3.09,CN,1693712137
518,el obeid,13.1842,30.2167,25.47,62,100,2.97,SD,1693712138
519,dondo,-19.6094,34.7431,19.73,80,88,2.78,MZ,1693712138
520,mundwa,27.0667,73.8167,30.42,46,0,6.72,IN,1693712139
521,nantucket,41.2835,-70.0995,20.0,81,0,5.66,US,1693711886
522,crane,31.3974,-102.3501,28.55,26,0,4.44,US,1693712139
523,dolores,-36.3132,-57.6792,8.19,75,100,4.08,AR,1693712140
524,san sebastian de la gomera,28.0916,-17.1133,23.2,73,0,1.54,ES,1693712140
525,middelburg,-25.7751,29.4648,14.34,43,0,2.03,ZA,1693712141
526,kattivakkam,13.2167,80.3167,30.05,78,100,1.25,IN,1693712141
527,tayshet,55.9342,98.0044,15.75,56,100,1.94,RU,1693712142
528,chos malal,-37.3781,-70.2709,4.54,95,100,2.39,AR,1693712142
529,hakui,36.8833,136.7833,34.03,59,76,4.31,JP,1693712142
530,ocean city,39.2776,-74.5746,21.11,81,33,2.68,US,1693711906
531,vorkuta,67.5,64.0,12.59,73,56,1.64,RU,1693712143
532,ginir,7.1333,40.7,16.04,72,33,2.48,ET,1693712143
533,zhanaozen,43.3,52.8,21.95,42,0,4.08,KZ,1693712144
534,prado,-17.3411,-39.2208,21.45,80,30,2.19,BR,1693712144
535,goundi,9.3627,17.366,22.57,94,75,0.28,TD,1693712145
536,syevyerodonets'k,48.9483,38.4917,17.5,82,7,3.16,UA,1693712145
537,weno,7.4515,151.8468,30.97,74,75,3.09,FM,1693712146
538,metlili chaamba,32.2667,3.6333,29.52,35,99,5.66,DZ,1693712146
539,carolina beach,34.0352,-77.8936,20.6,93,0,0.94,US,1693712147
540,neya,58.2972,43.8681,15.87,72,98,1.56,RU,1693712147
541,sovetskaya gavan',48.9723,140.2878,27.45,46,3,2.62,RU,1693712147
542,buka,40.8108,69.1986,25.05,19,53,1.87,UZ,1693712148
543,caiuti-sat,46.1833,26.9333,17.04,62,6,2.08,RO,1693712148
544,rundu,-17.9333,19.7667,15.45,23,1,1.49,NA,1693712148
545,mandalgovi,45.7625,106.2708,22.92,37,3,1.11,MN,1693712149
546,nola,40.922,14.5329,23.68,95,1,1.23,IT,1693712149
547,faya-largeau,17.9257,19.1043,32.16,42,90,2.43,TD,1693712150
548,juan diaz covarrubias,18.1628,-95.2069,24.67,92,97,1.28,MX,1693712150
549,hohhot,40.8106,111.6522,24.39,60,0,1.0,CN,1693712150
550,almeria,37.1667,-2.3333,15.99,78,100,3.06,ES,1693712151
551,suncho corral,-27.9336,-63.4294,13.87,80,96,7.11,AR,1693712151
552,charlottetown,46.2352,-63.1267,17.29,77,40,4.63,CA,1693711479
553,saldanha,-33.0117,17.9442,7.03,82,100,1.35,ZA,1693712152
554,canico,32.6333,-16.85,22.35,68,40,3.09,PT,1693712152
555,inderbor,48.55,51.7833,18.33,42,3,5.36,KZ,1693712153
556,al bardiyah,31.7561,25.0865,24.38,74,0,6.04,LY,1693712153
557,arti,56.4234,58.5328,13.9,83,94,3.98,RU,1693712154
558,abepura,-2.6333,140.5833,24.45,94,40,2.57,ID,1693712154
559,masuguru,-11.3667,38.4167,20.64,87,59,0.89,TZ,1693712154
560,gowurdak,37.8124,66.0466,27.48,14,0,2.9,TM,1693712155
561,atherton,53.5237,-2.4935,15.25,94,100,0.81,GB,1693712155
562,ruovesi,61.9858,24.0571,13.12,98,97,1.66,FI,1693712156
563,aral,40.5156,81.2636,31.43,14,100,2.9,CN,1693712156
564,zeribet el oued,34.6828,6.5111,30.75,30,100,7.29,DZ,1693712156
565,turpan,42.9333,89.1667,35.1,19,15,1.62,CN,1693712157
566,rongelap,11.1635,166.8941,28.56,69,94,0.8,MH,1693712157
567,polva,58.0603,27.0694,13.96,97,63,2.4,EE,1693712157
568,altai,46.3722,96.2583,19.42,18,36,1.56,MN,1693712158
569,conde,-7.2597,-34.9075,22.7,94,0,2.06,BR,1693712139
570,kidal,18.4411,1.4078,30.19,48,100,5.38,ML,1693712159
571,sao gabriel,-30.3364,-54.32,18.8,93,85,3.44,BR,1693712160
572,vasylivka,47.4369,35.2742,17.79,53,16,4.43,UA,1693712160
573,knyaze-volkonskoye,48.4642,135.4567,26.19,60,6,6.0,RU,1693712161
574,kuusamo,65.9667,29.1833,12.02,94,75,2.57,FI,1693712161
575,yarmouth,41.7057,-70.2286,18.94,87,0,4.63,US,1693712161
576,srivardhan,18.0333,73.0167,28.13,77,87,1.72,IN,1693712162
577,bamboo flat,11.7,92.7167,26.05,94,100,4.63,IN,1693712163
578,roma,43.2128,-75.4557,20.4,90,40,1.54,US,1693711927
579,north platte,41.1239,-100.7654,28.4,37,0,2.68,US,1693712164
580,ataq,14.5377,46.8319,28.63,41,47,1.58,YE,1693712164
581,klyuchi,52.2667,79.1667,21.68,41,46,4.45,RU,1693712164
582,chatan,26.3094,127.7703,32.32,72,75,9.26,JP,1693712165
583,dompu,-8.5356,118.4622,33.09,36,29,2.8,ID,1693712165
584,askiz,53.1319,90.5264,19.54,56,32,2.33,RU,1693712166
585,flying fish cove,-10.4217,105.6791,25.82,61,100,6.69,CX,1693712166
586,babolsar,36.7025,52.6576,23.18,66,4,1.6,IR,1693712166
587,santiago de cao,-7.9589,-79.2392,21.07,83,40,3.09,PE,1693712167
588,kutaisi,42.2496,42.6997,21.43,94,75,2.06,GE,1693712167
589,jiexiu,37.0244,111.9125,29.85,36,0,1.88,CN,1693712168
590,arkhara,49.4212,130.0842,17.93,62,91,3.28,RU,1693712168
